entity_id,cutoff_time,churned
cust_00083,2024-02-01,0
cust_00083,2024-03-01,0
cust_00083,2024-04-01,0
cust_00083,2024-05-01,0
cust_00083,2024-06-01,0
cust_00084,2024-01-01,0
cust_00084,2024-02-01,0
cust_00084,2024-03-01,0
cust_00084,2024-04-01,0
cust_00084,2024-05-01,0
cust_00084,2024-06-01,0
cust_00085,2024-01-01,0
cust_00085,2024-02-01,0
cust_00085,2024-03-01,0
cust_00085,2024-04-01,0
cust_00085,2024-05-01,0
cust_00085,2024-06-01,0
cust_00086,2024-01-01,0
cust_00086,2024-02-01,0
cust_00086,2024-03-01,0
cust_00086,2024-04-01,0
cust_00086,2024-05-01,0
cust_00086,2024-06-01,0
cust_00087,2024-01-01,0
cust_00087,2024-02-01,0
cust_00087,2024-03-01,0
cust_00087,2024-04-01,0
cust_00087,2024-05-01,0
cust_00087,2024-06-01,0
cust_00088,2024-01-01,0
cust_00088,2024-02-01,0
cust_00088,2024-03-01,0
cust_00088,2024-04-01,0
cust_00088,2024-05-01,0
cust_00088,2024-06-01,0
cust_00089,2024-01-01,0
cust_00089,2024-02-01,0
cust_00089,2024-03-01,0
cust_00089,2024-04-01,0
cust_00089,2024-05-01,0
cust_00089,2024-06-01,0
cust_00090,2024-01-01,0
cust_00090,2024-02-01,0
cust_00090,2024-03-01,0
cust_00090,2024-04-01,0
cust_00090,2024-05-01,0
cust_00090,2024-06-01,0
cust_00091,2024-01-01,0
cust_00091,2024-02-01,0
cust_00091,2024-03-01,0
cust_00091,2024-04-01,0
cust_00091,2024-05-01,0
cust_00091,2024-06-01,0
cust_00092,2024-01-01,0
cust_00092,2024-02-01,0
cust_00092,2024-03-01,0
cust_00092,2024-04-01,0
cust_00092,2024-05-01,0
cust_00092,2024-06-01,0
cust_00093,2024-01-01,0
cust_00093,2024-02-01,0
cust_00093,2024-03-01,0
cust_00093,2024-04-01,0
cust_00093,2024-05-01,0
cust_00093,2024-06-01,0
cust_00094,2024-01-01,0
cust_00094,2024-02-01,0
cust_00094,2024-03-01,0
cust_00094,2024-04-01,0
cust_00094,2024-05-01,0
cust_00094,2024-06-01,0
cust_00095,2024-01-01,1
cust_00095,2024-02-01,1
cust_00095,2024-03-01,1
cust_00095,2024-04-01,1
cust_00095,2024-05-01,1
cust_00095,2024-06-01,1
cust_00096,2024-01-01,0
cust_00096,2024-02-01,0
cust_00096,2024-03-01,0
cust_00096,2024-04-01,0
cust_00096,2024-05-01,0
cust_00096,2024-06-01,0
cust_00097,2024-01-01,0
cust_00097,2024-02-01,0
cust_00097,2024-03-01,0
cust_00097,2024-04-01,0
cust_00097,2024-05-01,0
cust_00097,2024-06-01,0
cust_00098,2024-01-01,0
cust_00098,2024-02-01,0
cust_00098,2024-03-01,0
cust_00098,2024-04-01,0
cust_00098,2024-05-01,0
cust_00098,2024-06-01,0
cust_00099,2024-01-01,0
cust_00099,2024-02-01,0
cust_00099,2024-03-01,0
cust_00099,2024-04-01,0
cust_00099,2024-05-01,0
cust_00099,2024-06-01,0
cust_00100,2024-01-01,0
cust_00100,2024-02-01,0
cust_00100,2024-03-01,0
cust_00100,2024-04-01,0
cust_00100,2024-05-01,0
cust_00100,2024-06-01,0
cust_00101,2024-01-01,0
cust_00101,2024-02-01,0
cust_00101,2024-03-01,0
cust_00101,2024-04-01,0
cust_00101,2024-05-01,0
cust_00101,2024-06-01,0
cust_00102,2024-01-01,0
cust_00102,2024-02-01,0
cust_00102,2024-03-01,0
cust_00102,2024-04-01,0
cust_00102,2024-05-01,0
cust_00102,2024-06-01,0
cust_00103,2024-01-01,0
cust_00103,2024-02-01,0
cust_00103,2024-03-01,0
cust_00103,2024-04-01,0
cust_00103,2024-05-01,0
cust_00103,2024-06-01,0
cust_00104,2024-01-01,0
cust_00104,2024-02-01,0
cust_00104,2024-03-01,0
cust_00104,2024-04-01,0
cust_00104,2024-05-01,0
cust_00104,2024-06-01,0
cust_00105,2024-01-01,0
cust_00105,2024-02-01,0
cust_00105,2024-03-01,0
cust_00105,2024-04-01,0
cust_00105,2024-05-01,0
cust_00105,2024-06-01,0
cust_00106,2024-01-01,0
cust_00106,2024-02-01,0
cust_00106,2024-03-01,0
cust_00106,2024-04-01,0
cust_00106,2024-05-01,0
cust_00106,2024-06-01,0
cust_00107,2024-01-01,0
cust_00107,2024-02-01,0
cust_00107,2024-03-01,0
cust_00107,2024-04-01,0
cust_00107,2024-05-01,0
cust_00107,2024-06-01,0
cust_00108,2024-01-01,0
cust_00108,2024-02-01,0
cust_00108,2024-03-01,0
cust_00108,2024-04-01,0
cust_00108,2024-05-01,0
cust_00108,2024-06-01,0
cust_00109,2024-01-01,0
cust_00109,2024-02-01,0
cust_00109,2024-03-01,0
cust_00109,2024-04-01,0
cust_00109,2024-05-01,0
cust_00109,2024-06-01,0
cust_00110,2024-01-01,0
cust_00110,2024-02-01,0
cust_00110,2024-03-01,0
cust_00110,2024-04-01,0
cust_00110,2024-05-01,0
cust_00110,2024-06-01,0
cust_00111,2024-01-01,0
cust_00111,2024-02-01,0
cust_00111,2024-03-01,0
cust_00111,2024-04-01,0
cust_00111,2024-05-01,0
cust_00111,2024-06-01,0
cust_00112,2024-01-01,0
cust_00112,2024-02-01,0
cust_00112,2024-03-01,0
cust_00112,2024-04-01,0
cust_00112,2024-05-01,0
cust_00112,2024-06-01,0
cust_00113,2024-01-01,0
cust_00113,2024-02-01,0
cust_00113,2024-03-01,0
cust_00113,2024-04-01,0
cust_00113,2024-05-01,0
cust_00113,2024-06-01,0
cust_00114,2024-01-01,0
cust_00114,2024-02-01,0
cust_00114,2024-03-01,0
cust_00114,2024-04-01,0
cust_00114,2024-05-01,0
cust_00114,2024-06-01,0
cust_00115,2024-01-01,0
cust_00115,2024-02-01,0
cust_00115,2024-03-01,0
cust_00115,2024-04-01,0
cust_00115,2024-05-01,0
cust_00115,2024-06-01,0
cust_00116,2024-01-01,0
cust_00116,2024-02-01,0
cust_00116,2024-03-01,0
cust_00116,2024-04-01,0
cust_00116,2024-05-01,0
cust_00116,2024-06-01,0
cust_00117,2024-01-01,0
cust_00117,2024-02-01,0
cust_00117,2024-03-01,0
cust_00117,2024-04-01,0
cust_00117,2024-05-01,0
cust_00117,2024-06-01,0
cust_00118,2024-01-01,0
cust_00118,2024-02-01,0
cust_00118,2024-03-01,0
cust_00118,2024-04-01,0
cust_00118,2024-05-01,0
cust_00118,2024-06-01,0
cust_00119,2024-01-01,0
cust_00119,2024-02-01,0
cust_00119,2024-03-01,0
cust_00119,2024-04-01,0
cust_00119,2024-05-01,0
cust_00119,2024-06-01,0
cust_00120,2024-01-01,0
cust_00120,2024-02-01,0
cust_00120,2024-03-01,0
cust_00120,2024-04-01,0
cust_00120,2024-05-01,0
cust_00120,2024-06-01,0
cust_00121,2024-01-01,0
cust_00121,2024-02-01,0
cust_00121,2024-03-01,0
cust_00121,2024-04-01,0
cust_00121,2024-05-01,0
cust_00121,2024-06-01,0
cust_00122,2024-01-01,0
cust_00122,2024-02-01,0
cust_00122,2024-03-01,0
cust_00122,2024-04-01,0
cust_00122,2024-05-01,0
cust_00122,2024-06-01,0
cust_00123,2024-01-01,0
cust_00123,2024-02-01,0
cust_00123,2024-03-01,0
cust_00123,2024-04-01,0
cust_00123,2024-05-01,0
cust_00123,2024-06-01,0
cust_00124,2024-01-01,0
cust_00124,2024-02-01,0
cust_00124,2024-03-01,0
cust_00124,2024-04-01,0
cust_00124,2024-05-01,0
cust_00124,2024-06-01,0
cust_00125,2024-01-01,0
cust_00125,2024-02-01,0
cust_00125,2024-03-01,0
cust_00125,2024-04-01,0
cust_00125,2024-05-01,0
cust_00125,2024-06-01,0
cust_00126,2024-01-01,0
cust_00126,2024-02-01,0
cust_00126,2024-03-01,0
cust_00126,2024-04-01,0
cust_00126,2024-05-01,0
cust_00126,2024-06-01,0
cust_00127,2024-01-01,0
cust_00127,2024-02-01,0
cust_00127,2024-03-01,0
cust_00127,2024-04-01,0
cust_00127,2024-05-01,0
cust_00127,2024-06-01,0
cust_00128,2024-01-01,0
cust_00128,2024-02-01,0
cust_00128,2024-03-01,0
cust_00128,2024-04-01,0
cust_00128,2024-05-01,0
cust_00128,2024-06-01,0
cust_00129,2024-01-01,0
cust_00129,2024-02-01,0
cust_00129,2024-03-01,0
cust_00129,2024-04-01,0
cust_00129,2024-05-01,0
cust_00129,2024-06-01,0
cust_00130,2024-01-01,0
cust_00130,2024-02-01,0
cust_00130,2024-03-01,0
cust_00130,2024-04-01,0
cust_00130,2024-05-01,0
cust_00130,2024-06-01,0
cust_00131,2024-01-01,0
cust_00131,2024-02-01,0
cust_00131,2024-03-01,0
cust_00131,2024-04-01,0
cust_00131,2024-05-01,0
cust_00131,2024-06-01,0
cust_00132,2024-01-01,0
cust_00132,2024-02-01,0
cust_00132,2024-03-01,0
cust_00132,2024-04-01,0
cust_00132,2024-05-01,0
cust_00132,2024-06-01,0
cust_00133,2024-01-01,0
cust_00133,2024-02-01,0
cust_00133,2024-03-01,0
cust_00133,2024-04-01,0
cust_00133,2024-05-01,0
cust_00133,2024-06-01,0
cust_00134,2024-01-01,0
cust_00134,2024-02-01,0
cust_00134,2024-03-01,0
cust_00134,2024-04-01,0
cust_00134,2024-05-01,0
cust_00134,2024-06-01,0
cust_00135,2024-01-01,0
cust_00135,2024-02-01,0
cust_00135,2024-03-01,0
cust_00135,2024-04-01,0
cust_00135,2024-05-01,0
cust_00135,2024-06-01,0
cust_00136,2024-01-01,0
cust_00136,2024-02-01,0
cust_00136,2024-03-01,0
cust_00136,2024-04-01,0
cust_00136,2024-05-01,0
cust_00136,2024-06-01,0
cust_00137,2024-01-01,0
cust_00137,2024-02-01,0
cust_00137,2024-03-01,0
cust_00137,2024-04-01,0
cust_00137,2024-05-01,0
cust_00137,2024-06-01,0
cust_00138,2024-01-01,0
cust_00138,2024-02-01,0
cust_00138,2024-03-01,0
cust_00138,2024-04-01,0
cust_00138,2024-05-01,0
cust_00138,2024-06-01,0
cust_00139,2024-01-01,0
cust_00139,2024-02-01,0
cust_00139,2024-03-01,0
cust_00139,2024-04-01,0
cust_00139,2024-05-01,0
cust_00139,2024-06-01,0
cust_00140,2024-01-01,0
cust_00140,2024-02-01,0
cust_00140,2024-03-01,0
cust_00140,2024-04-01,0
cust_00140,2024-05-01,0
cust_00140,2024-06-01,0
cust_00141,2024-01-01,1
cust_00141,2024-02-01,1
cust_00141,2024-03-01,1
cust_00141,2024-04-01,1
cust_00141,2024-05-01,1
cust_00141,2024-06-01,1
cust_00142,2024-01-01,0
cust_00142,2024-02-01,0
cust_00142,2024-03-01,0
cust_00142,2024-04-01,0
cust_00142,2024-05-01,0
cust_00142,2024-06-01,0
cust_00143,2024-01-01,0
cust_00143,2024-02-01,0
cust_00143,2024-03-01,0
cust_00143,2024-04-01,0
cust_00143,2024-05-01,0
cust_00143,2024-06-01,0
cust_00144,2024-01-01,0
cust_00144,2024-02-01,0
cust_00144,2024-03-01,0
cust_00144,2024-04-01,0
cust_00144,2024-05-01,0
cust_00144,2024-06-01,0
cust_00145,2024-01-01,1
cust_00145,2024-02-01,1
cust_00145,2024-03-01,1
cust_00145,2024-04-01,1
cust_00145,2024-05-01,1
cust_00145,2024-06-01,1
cust_00146,2024-01-01,0
cust_00146,2024-02-01,0
cust_00146,2024-03-01,0
cust_00146,2024-04-01,0
cust_00146,2024-05-01,0
cust_00146,2024-06-01,0
cust_00147,2024-01-01,0
cust_00147,2024-02-01,0
cust_00147,2024-03-01,0
cust_00147,2024-04-01,0
cust_00147,2024-05-01,0
cust_00147,2024-06-01,0
cust_00148,2024-01-01,0
cust_00148,2024-02-01,0
cust_00148,2024-03-01,0
cust_00148,2024-04-01,0
cust_00148,2024-05-01,0
cust_00148,2024-06-01,0
cust_00149,2024-01-01,1
cust_00149,2024-02-01,1
cust_00149,2024-03-01,1
cust_00149,2024-04-01,1
cust_00149,2024-05-01,1
cust_00149,2024-06-01,1
cust_00150,2024-01-01,0
cust_00150,2024-02-01,0
cust_00150,2024-03-01,0
cust_00150,2024-04-01,0
cust_00150,2024-05-01,0
cust_00150,2024-06-01,0
cust_00151,2024-01-01,0
cust_00151,2024-02-01,0
cust_00151,2024-03-01,0
cust_00151,2024-04-01,0
cust_00151,2024-05-01,0
cust_00151,2024-06-01,0
cust_00152,2024-01-01,0
cust_00152,2024-02-01,0
cust_00152,2024-03-01,0
cust_00152,2024-04-01,0
cust_00152,2024-05-01,0
cust_00152,2024-06-01,0
cust_00153,2024-01-01,1
cust_00153,2024-02-01,1
cust_00153,2024-03-01,1
cust_00153,2024-04-01,1
cust_00153,2024-05-01,1
cust_00153,2024-06-01,1
cust_00154,2024-01-01,0
cust_00154,2024-02-01,0
cust_00154,2024-03-01,0
cust_00154,2024-04-01,0
cust_00154,2024-05-01,0
cust_00154,2024-06-01,0
cust_00155,2024-01-01,0
cust_00155,2024-02-01,0
cust_00155,2024-03-01,0
cust_00155,2024-04-01,0
cust_00155,2024-05-01,0
cust_00155,2024-06-01,0
cust_00156,2024-01-01,0
